recTime,fltKey,bcnCode,source,AcId,acType,Orig,Dest,OpsType,estOrig,estDest,modeSCode
1656714510.0,40234,1201.0,LAX,UNKN,,,HHR,O,,HHR,a8a94f
1656714544.0,40235,3476.0,SMRADSB,ASA1436,A21N,,LAX,A,,LAX,acda07
1656714562.0,40236,7206.0,LAX,SKW3537,E75L,LAX,,D,LAX,,a231a6
1656714588.0,40237,1200.0,LAX,1200,,HHR,,O,HHR,,aaeade
1656714608.0,40238,7661.0,LAX,KAL224,B77L,LAX,,D,LAX,,71c043
1656714624.0,40239,3250.0,LAX,AAL1880,A21N,,LAX,A,,LAX,a4bf41
1656714663.0,40240,242.0,LAX,N4522Y,,,,,,,a57c3f
1656714665.0,40241,3410.0,MODE_SADSB,SKW3070,CRJ7,,LAX,A,,LAX,aa4200
1656714692.0,40242,1201.0,ATCRBS,1201,,,,,,,a84427
1656714722.0,40243,240.0,LAX,N7645F,P28A,,SMO,O,,SMO,aa5371
1656714806.0,40244,256.0,LAX,N195PS,CRUZ,,SMO,O,,SMO,a17c14
1656714866.0,40245,3301.0,SMRADSB,SKW4440,E75L,,LAX,A,,LAX,a314d9
1656714880.0,40246,1324.0,LAX,FDX933,B763,,LAX,A,,LAX,a119af
1656715012.0,40248,1734.0,MODE_S,KLM603,B772,,LAX,A,,LAX,4843f2
1656715015.0,40249,4775.0,LAX,N635SP,C172,,,,,,a851ed
1656715038.0,40250,4611.0,LAX,N882AB,SR22,,SMO,O,,SMO,ac2545
1656716595.0,40251,5712.0,LAX,SWA2380,B737,,,,,,
1656716617.0,40252,7715.0,MODE_S,AAL136,B77W,,,,,,a9b9e3
1656716687.0,40253,7715.0,LAX,AAL136,B77W,,,,,,a9b9e3
1656716704.0,40254,7715.0,LAX,AAL136,B77W,,,,,,a9b9e3
1656716705.0,40255,5712.0,LAX,SWA2380,B737,,,,,,
1656716728.0,40256,7316.0,LAX,BAW282,A35K,,,,,,407944
1656716803.0,40257,7316.0,LAX,BAW282,A35K,,,,,,407944
1656716812.0,40258,,LAX,UNKN,,,,,,,407944
1656716815.0,40259,7316.0,LAX,BAW282,A35K,,,,,,407944
1656716954.0,40260,6742.0,LAX,BCS341,A332,,,,,,
1656716981.0,40261,7753.0,ASR9,NKS3034,A20N,,,,,,acfd29
1656717037.0,40262,7275.0,LAX,N228PK,CL35,,,,,,
1656717042.0,40263,7753.0,LAX,NKS3034,A20N,,,,,,acfd29
1656717043.0,40264,7773.0,LAX,ASA507,A320,,,,,,
1656717092.0,40265,7753.0,ASR9,NKS3034,A20N,,,,,,acfd29
1656717150.0,40266,7731.0,MODE_S,AAL184,A321,,,,,,a02c40
1656714251.0,40267,5747.0,LAX,UAL1250,B772,LAX,,D,LAX,,aa8c39
1656714453.0,40268,1200.0,LAX,1200,,,,,,,a011c9
1656714502.0,40269,545.0,LAX,JBU2531,A320,,LAX,A,,LAX,a9c5c5
1656714531.0,40270,5771.0,LAX,DAL1160,A321,LAX,,D,LAX,,a3d7a7
1656714572.0,40271,2457.0,LAX,ITY621,A359,LAX,,D,LAX,,4cad44
1656714802.0,40272,7651.0,LAX,AAL2543,B772,LAX,,D,LAX,,aaaa92
1656714865.0,40273,33.0,MODE_S,DAL21,,LAX,LAX,I,LAX,LAX,a6cff8
1656715074.0,40274,1107.0,LAX,DAL2284,B739,,LAX,A,,LAX,ac1466
1656715205.0,40275,1200.0,LAX,1200,,HHR,HHR,O,HHR,HHR,aa35e7
1656715312.0,40276,3623.0,LAX,PFT420,C56X,,LAX,A,,LAX,a4fbf5
1656715353.0,40277,1200.0,ADSB,1200,,,HHR,O,,HHR,a27184
1656715417.0,40278,4722.0,LAX,N334PB,BE36,,,,,,a3a5f2
1656715445.0,40279,1200.0,LAX,1200,,,,,,,a04f27
1656715500.0,40280,276.0,LAX,N777VP,P28A,SMO,,O,SMO,,aa84f1
1656715504.0,40281,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656715574.0,40282,1200.0,LAX,1200,,,HHR,O,,HHR,a04f27
1656717245.0,40284,7731.0,ASR9,AAL184,A321,,,,,,a02c40
1656717256.0,40285,4672.0,MODE_S,N257EB,BE40,,,,,,a271e5
1656717315.0,40286,4672.0,LAX,N257EB,BE40,,,,,,a271e5
1656717357.0,40287,7365.0,LAX,JBU1732,A320,,,,,,a81abe
1656717368.0,40288,4672.0,LAX,N257EB,BE40,,,,,,a271e5
1656717416.0,40289,7365.0,LAX,JBU1732,A320,,,,,,a81abe
1656717466.0,40290,,LAX,UNKN,,,,,,,a81abe
1656717476.0,40291,1741.0,LAX,SWA396,B38M,,,,,,
1656715235.0,40292,1200.0,LAX,ASA65C,ACFT,LAX,LAX,I,LAX,LAX,a7197d
1656715439.0,40293,7357.0,LAX,JBU2788,A321,LAX,,D,LAX,,ad9ac9
1656715485.0,40294,601.0,LAX,UAL682,B738,,LAX,A,,LAX,aa7e7b
1656715583.0,40295,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656715646.0,40296,7626.0,LAX,SKW6287,E75L,LAX,,D,LAX,,a651e1
1656715729.0,40297,773.0,MODE_SADSB,N451CS,GLF6,,LAX,A,,LAX,a57616
1656715890.0,40298,7455.0,LAX,N748ME,PC12,,SMO,O,,SMO,aa115a
1656717461.0,40299,7365.0,LAX,JBU1732,A320,,,,,,a81abe
1656715131.0,40300,237.0,LAX,BT6AP,C150,,,,,,a82c95
1656715202.0,40301,2755.0,SMR,DAL1608,A320,,LAX,A,,LAX,a42020
1656715508.0,40302,1320.0,LAX,UAL387,B739,LAX,,D,LAX,,a94b6b
1656715515.0,40303,242.0,LAX,N4522Y,,,,,,,a57c3f
1656715555.0,40304,4573.0,SMR,AAL342,A321,,LAX,A,,LAX,a0bcb2
1656715619.0,40305,6006.0,LAX,DAL1013,A321,,LAX,A,,LAX,a017a8
1656715648.0,40306,5754.0,LAX,AAL2886,A321,LAX,,D,LAX,,ac7103
1656715698.0,40307,7204.0,LAX,SKW6247,E75L,LAX,,D,LAX,,a66e3b
1656715872.0,40308,4675.0,SMR,JSX322,E135,,LAX,A,,LAX,a2725d
1656715881.0,40309,256.0,LAX,N757VB,C152,HHR,,O,HHR,,aa35e7
1656715892.0,40310,271.0,LAX,N34YP,CRUZ,SMO,,O,SMO,,a3bd29
1656715951.0,40311,4612.0,LAX,N229J,SR22,,,,,,a20338
1656716005.0,40312,1200.0,ADSB,1200,,HHR,,O,HHR,,ab063f
1656716036.0,40313,2467.0,LAX,TNO303,B762,LAX,,D,LAX,,0d0821
1656717944.0,40315,7674.0,LAX,SWA2467,B737,,,,,,ad5460
1656718041.0,40316,7674.0,LAX,SWA2467,B737,,,,,,
1656715358.0,40317,7316.0,LAX,BAW282,A35K,LAX,,D,LAX,,407944
1656715651.0,40318,7715.0,LAX,AAL136,B77W,LAX,,D,LAX,,a9b9e3
1656715707.0,40319,6742.0,LAX,BCS341,A332,LAX,,D,LAX,,3c71a1
1656715780.0,40320,7753.0,LAX,NKS3034,A20N,LAX,,D,LAX,,acfd29
1656715935.0,40321,1161.0,LAX,AAR204,A359,,LAX,A,,LAX,71c383
1656715949.0,40322,256.0,LAX,N5PS,C152,SMO,SMO,O,SMO,SMO,a17c14
1656715960.0,40323,7731.0,LAX,AAL184,A321,LAX,,D,LAX,,a02c40
1656715973.0,40324,2426.0,LAX,UAL1877,B772,,LAX,A,,LAX,aa9249
1656716012.0,40325,2043.0,LAX,SWA538,B738,LAX,,D,LAX,,abd932
1656716058.0,40326,2634.0,MODE_S,HAL10,A332,,LAX,A,,LAX,a48730
1656716126.0,40327,6277.0,LAX,NKS628,A20N,,LAX,A,,LAX,ac8a63
1656716218.0,40328,4343.0,LAX,UAL2175,A320,,LAX,A,,LAX,a4b21b
1656716229.0,40329,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656716234.0,40330,7617.0,LAX,SKW3652,E75L,LAX,,D,LAX,,a320f9
1656716252.0,40331,4620.0,LAX,N54844,C172,,,,,,a6f8a5
1656716267.0,40332,251.0,LAX,N702SC,SR22,SMO,,O,SMO,,a95d8f
1656716297.0,40333,2464.0,LAX,SKW3921,E75L,LAX,,D,LAX,,a2d710
1656716326.0,40334,1201.0,LAX,UNKN,,,,,,,a3bd29
1656716363.5,40335,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656716394.0,40336,254.0,LAX,N796SP,C172,,SMO,O,,SMO,aacfed
1656716465.0,40337,277.0,LAX,N9JP,DA40,,SMO,O,,SMO,a5bbe0
1656716541.0,40338,1503.0,SMR,AAL1294,A321,,LAX,A,,LAX,a70c67
1656716558.0,40339,1200.0,ADSB,1200,,,HHR,O,,HHR,a8b5d7
1656718239.0,40340,7364.0,LAX,UAL2146,B739,,,,,,aaa267
1656716096.0,40341,7365.0,LAX,JBU1732,A320,LAX,,D,LAX,,a81abe
1656716098.0,40342,4672.0,ADSB,N257EB,BE40,LAX,,D,LAX,,a271e5
1656716107.0,40343,1201.0,LAX,1201,,HHR,,O,HHR,,ad49be
1656716243.0,40344,1200.0,LAX,1200,,,,,,,a2ca97
1656716252.0,40345,6776.0,LAX,UAL2611,A320,LAX,,D,LAX,,a5ca4b
1656716274.0,40346,3611.0,LAX,SKW3735,E75L,,LAX,A,,LAX,a28bc9
1656716355.0,40347,1312.0,LAX,SWA2221,B738,LAX,,D,LAX,,abef2f
1656716612.0,40348,4650.0,LAX,N376PD,COL4,,HHR,O,,HHR,a44b5e
1656716653.0,40349,2053.0,LAX,AAL352,A321,,LAX,A,,LAX,ad8935
1656716745.0,40350,5723.0,LAX,DAL1077,B739,LAX,,D,LAX,,ac3477
1656716830.0,40351,1200.0,ADSB,1200,,,HHR,O,,HHR,a7ebe8
1656716930.0,40352,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656717056.0,40353,1200.0,LAX,1200,,,SMO,O,,SMO,a7a8f8
1656716526.0,40355,7671.0,LAX,DAL977,B752,LAX,,D,LAX,,a6ec52
1656716786.0,40356,1345.0,LAX,THY9,B77W,,LAX,A,,LAX,4bb143
1656716929.0,40357,2617.0,SMRADSB,DAL920,B739,,LAX,A,,LAX,ab477d
1656716968.0,40358,776.0,LAX,FDX556,B763,,LAX,A,,LAX,a14c53
1656717110.0,40359,263.0,LAX,N2126F,C172,,,,,,a1c420
1656717115.0,40360,1201.0,LAX,UNKN,,,,,,,a6a5c3
1656717228.0,40361,1200.0,LAX,1200,,,SMO,O,,SMO,a46f00
1656717246.0,40362,1200.0,LAX,1200,,HHR,HHR,O,HHR,HHR,a8b5d7
1656717264.0,40363,1200.0,ADSB,1200,,HHR,,O,HHR,,596502
1656717290.0,40364,213.0,LAX,N107BK,CRUZ,SMO,,O,SMO,,a01ed8
1656717335.0,40365,1200.0,ADSB,1200,,HHR,,O,HHR,,a27184
1656718971.0,40366,2424.0,LAX,N314GV,E55P,,,,,,
1656719060.0,40367,7770.0,ASR9,AAY1019,A320,,,,,,a19ab1
1656719111.0,40368,4661.0,MODE_S,NKS875,A20N,,,,,,ac7419
1656719172.0,40369,2465.0,LAX,N862GS,C510,,,,,,abd6ec
1656719219.0,40370,4661.0,LAX,NKS875,A20N,,,,,,ac7419
1656719255.0,40371,2465.0,ASR9,N862GS,C510,,,,,,abd6ec
1656719258.0,40372,3340.0,LAX,N23FT,PRM1,,,,,,
1656719277.0,40373,4661.0,LAX,NKS875,A20N,,,,,,
1656716678.0,40374,1340.0,LAX,VIR8F,B789,LAX,,D,LAX,,4072ea
1656716884.0,40375,5725.0,LAX,NKS310,A20N,LAX,,D,LAX,,ad1983
1656716887.0,40376,7630.0,LAX,DAL680,B738,LAX,,D,LAX,,a44591
1656717011.0,40377,1200.0,ADSB,1200,,,,,,,a011c9
1656717023.0,40378,3762.0,SMR,SKW3433,E75L,,LAX,A,,LAX,a134d5
1656717046.0,40379,1201.0,MODE_SATCRBS,1201,,,,,,,a41260
1656717088.0,40380,6721.0,LAX,SWA1220,B738,,LAX,A,,LAX,abebe0
1656717169.0,40381,5606.0,LAX,UAL623,B739,,LAX,A,,LAX,aa2ba4
1656717198.0,40382,4160.0,LAX,CCA653,A359,,LAX,A,,LAX,7816b5
1656717201.0,40383,246.0,LAX,N25976,C172,,SMO,O,,SMO,a0d33c
1656717273.0,40384,3457.0,LAX,AAL1235,A21N,,LAX,A,,LAX,a4acae
1656717302.0,40385,1200.0,LAX,1200,,,SMO,O,,SMO,a51717
1656717335.0,40386,4657.0,LAX,PFT420,C56X,LAX,,D,LAX,,a4fbf5
1656717514.0,40387,3376.0,LAX,N125DJ,BE40,,HHR,O,,HHR,a06699
1656719258.0,40390,7624.0,LAX,DAL2198,B752,,,,,,a92b0c
1656719376.0,40391,6702.0,MODE_S,SKW3023,CRJ7,,,,,,aa4200
1656719479.0,40392,6702.0,LAX,SKW3023,CRJ7,,,,,,aa4200
1656719486.0,40393,6706.0,MODE_S,UAL2612,B752,,,,,,a081ca
1656715798.0,40394,2635.0,LAX,DAL368,B752,,LAX,A,,LAX,a6e12d
1656717097.0,40395,3343.0,LAX,VIR141,B789,,LAX,A,,LAX,407371
1656717116.0,40396,7314.0,LAX,AAY1475,A320,LAX,,D,LAX,,a2ab73
1656717171.0,40397,7766.0,LAX,VIV511,A320,LAX,,D,LAX,,0d0963
1656717250.0,40398,1201.0,LAX,1201,,,,,,,a59fb9
1656717273.0,40399,1200.0,LAX,1200,,,,,,,a425ca
1656717379.0,40400,7713.0,LAX,ASA732,B738,LAX,,D,LAX,,a784d5
1656717381.0,40401,7621.0,LAX,DAL330,B752,LAX,,D,LAX,,a6e89b
1656717383.0,40402,6765.0,LAX,IBE6171,A332,,LAX,A,,LAX,3450d6
1656717461.0,40403,7364.0,LAX,UAL2146,B739,LAX,,D,LAX,,aaa267
1656717521.0,40404,7011.0,MODE_SADSB,QQE242,GLF6,,LAX,A,,LAX,06a1cc
1656717606.0,40405,2141.0,LAX,DAL1824,B739,,LAX,A,,LAX,acc5fb
1656717622.0,40406,3776.0,SMR,SWA848,B737,,LAX,A,,LAX,aaa107
1656717655.0,40407,7315.0,LAX,SKW5296,E75L,LAX,,D,LAX,,a81bcc
1656717669.0,40408,1200.0,LAX,1200,,CPM,,O,CPM,,aa0864
1656717697.0,40409,7210.0,LAX,N356TM,SLG4,,,,,,a3fccc
1656717763.0,40410,1200.0,ADSB,1200,,HHR,,O,HHR,,a8b5d7
1656717835.0,40411,4601.0,LAX,N1819M,BT36,,,,,,a14802
1656717839.0,40412,235.0,LAX,N126WK,CRUZ,SMO,,O,SMO,,a06bfa
1656717915.0,40413,1201.0,LAX,UNKN,,SMO,,O,SMO,,ab4f82
1656717990.0,40414,2476.0,LAX,N748ME,PC12,SMO,,O,SMO,,aa115a
1656718029.0,40415,5635.0,SMRADSB,FDX749,B763,,LAX,A,,LAX,a133b0
1656718029.0,40416,1200.0,LAX,1200,,,HHR,O,,HHR,a8b5d7
1656718045.0,40417,4734.0,LAX,N451CS,GLF6,LAX,,D,LAX,,a57616
1656718060.0,40418,1200.0,LAX,1200,,HHR,,O,HHR,,a7ebe8
1656718130.0,40419,1201.0,MODE_SATCRBS,1201,,,,,,,a29fab
1656718302.0,40420,261.0,LAX,N3381F,C182,,HHR,O,,HHR,a3b608
1656719530.0,40422,1043.0,LAX,SWA3063,B38M,,,,,,
1656719593.0,40423,1374.0,LAX,AFR065,B77W,,,,,,394a02
1656719596.0,40424,6706.0,LAX,UAL2612,B752,,,,,,a081ca
1656719685.0,40425,1374.0,LAX,AFR065,B77W,,,,,,394a02
1656719701.0,40426,,LAX,UNKN,,,,,,,394a02
1656719723.0,40427,2044.0,MODE_S,DAL436,B763,,,,,,a173a8
1656719734.0,40428,1374.0,ASR9,AFR065,B77W,,,,,,
1656719822.0,40429,2044.0,LAX,DAL436,B763,,,,,,a173a8
1656719884.0,40430,1744.0,LAX,SWA2830,B38M,,,,,,
1656719902.0,40431,7213.0,MODE_S,SKW5499,CRJ7,,,,,,aac10d
1656719950.0,40432,5753.0,LAX,ASA323,B739,,,,,,
1656720008.0,40433,7213.0,LAX,SKW5499,CRJ7,,,,,,aac10d
1656720025.0,40434,7747.0,MODE_S,SWA2960,B738,,,,,,abc455
1656720055.0,40435,7213.0,ASR9,SKW5499,CRJ7,,,,,,
1656720109.0,40436,7747.0,LAX,SWA2960,B738,,,,,,abc455
1656720206.0,40437,3702.0,LAX,SKW3493,E75L,,,,,,
1656716855.0,40438,4752.0,LAX,SKW4450,E75L,,LAX,A,,LAX,a30d6b
1656717724.0,40439,621.0,LAX,DAL1203,BCS1,,LAX,A,,LAX,a02c91
1656717808.0,40440,33.0,MODE_S,DAL21,ACFT,LAX,LAX,I,LAX,LAX,a12c18
1656717879.0,40441,3273.0,LAX,SKW3489,E75L,,LAX,A,,LAX,a4ae48
1656717904.0,40442,1166.0,LAX,GTI7108,B744,,LAX,A,,LAX,a4bc76
1656718029.0,40443,7735.0,LAX,N99CP,S22T,HHR,,O,HHR,,add08a
1656718096.0,40444,1200.0,LAX,1200,,SMO,SMO,O,SMO,SMO,a0d33c
1656718219.0,40445,4611.0,LAX,JSX323,E135,LAX,,D,LAX,,a2725d
1656718223.0,40446,7217.0,LAX,PAC934,B77L,LAX,,D,LAX,,a9605b
1656718347.0,40447,1200.0,ADSB,1200,,HHR,,O,HHR,,a16f96
1656718377.0,40448,263.0,ADSB,N2126F,C172,,,,,,a1c420
1656718540.0,40449,1200.0,LAX,1200,,HHR,HHR,O,HHR,HHR,a8b5d7
1656718672.0,40450,4663.0,LAX,VTE989,GLEX,,,,,,adce29
1656720117.0,40451,7227.0,LAX,SWA2057,B737,,,,,,ad6595
1656720215.0,40452,7306.0,ASR9,UAL783,B739,,,,,,a46d47
1656720279.0,40453,7306.0,ASR9,UAL783,B739,,,,,,
1656720329.0,40454,,LAX,UNKN,,,,,,,a46d47
1656717135.0,40455,7770.0,LAX,AAY1019,A320,LAX,,D,LAX,,a19ab1
1656717801.0,40456,4623.0,LAX,DAL2385,BCS1,,LAX,A,,LAX,a022c6
1656717899.0,40457,7624.0,LAX,DAL2198,B752,LAX,,D,LAX,,a92b0c
1656717911.0,40458,1347.0,LAX,SKW3446,E75L,LAX,,D,LAX,,a4dd35
1656718208.0,40459,4354.0,LAX,AMX782,B738,,LAX,A,,LAX,0d0805
1656718241.0,40460,4661.0,LAX,NKS875,A20N,LAX,,D,LAX,,ac7419
1656718322.0,40461,6741.0,LAX,SWA2419,B737,LAX,,D,LAX,,aa9eb3
1656718355.0,40462,7644.0,LAX,DAL708,BCS3,,LAX,A,,LAX,a33243
1656718360.0,40463,4735.0,SMR,SWA895,B738,,LAX,A,,LAX,abd204
1656718562.0,40464,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656718667.0,40465,5270.0,LAX,N21643,C172,HHR,,O,HHR,,a1d2cc
1656718874.0,40466,4764.0,LAX,N216DG,DA40,,,,,,a1d01e
1656717308.0,40467,3316.0,LAX,SWR40,B77W,,LAX,A,,LAX,4b1919
1656717710.0,40468,2010.0,LAX,DAL1678,A321,,LAX,A,,LAX,a0540a
1656718133.0,40469,6761.0,ADSB,DAL999,BCS1,LAX,,D,LAX,,a07b8f
1656718247.0,40470,6347.0,LAX,JBU535,A320,,LAX,A,,LAX,a7b832
1656718310.0,40471,1322.0,LAX,WJA1699,B738,LAX,,D,LAX,,c080aa
1656718414.0,40472,6706.0,LAX,UAL2612,B752,LAX,,D,LAX,,a081ca
1656718426.0,40473,7270.0,LAX,AAL574,A21N,LAX,,D,LAX,,a4f1e5
1656718509.0,40474,6702.0,LAX,SKW3023,CRJ7,LAX,,D,LAX,,aa4200
1656718537.0,40475,7205.0,MODE_SADSB,SKW6271,E75L,,LAX,A,,LAX,a66a84
1656718664.0,40476,3320.0,LAX,AAL1464,A21N,,LAX,A,,LAX,a4e6c0
1656719051.0,40477,213.0,LAX,N107BK,CRUZ,,SMO,O,,SMO,a01ed8
1656719052.0,40478,4644.0,ADSB,N24KX,SR22,SMO,,O,SMO,,a22e9d
1656719060.0,40479,5260.0,LAX,N65710,C172,HHR,,O,HHR,,a8a94f
1656721049.0,40480,1012.0,LAX,1012,,,,,,,
1656721083.0,40481,2035.0,MODE_S,NKS128,A20N,,,,,,ac8a63
1656718419.0,40482,1374.0,LAX,AFR065,B77W,LAX,,D,LAX,,394a02
1656718465.0,40483,2167.0,LAX,AFR072,B77W,,LAX,A,,LAX,394a00
1656718485.0,40484,7213.0,LAX,SKW5499,CRJ7,LAX,,D,LAX,,aac10d
1656718616.0,40485,1172.0,MODE_S,EVA012,B77W,,LAX,A,,LAX,8990e0
1656718801.0,40486,1346.0,LAX,DAL772,BCS3,,LAX,A,,LAX,a335fa
1656718847.0,40487,2044.0,LAX,DAL436,B763,LAX,,D,LAX,,a173a8
1656718870.0,40488,2655.0,SMR,UAL1221,B738,,LAX,A,,LAX,a3c847
1656718988.0,40489,3416.0,LAX,DAL1041,A320,,LAX,A,,LAX,a3dc47
1656719052.0,40490,1573.0,SMRADSB,FDX552,MD11,,LAX,A,,LAX,a870e2
1656719127.0,40491,2037.0,LAX,JBU942,A320,LAX,,D,LAX,,a9c5c5
1656719137.0,40492,1200.0,LAX,1200,,HHR,,O,HHR,,a6db9c
1656719153.0,40493,7470.0,MODE_SADSB,SKW6303,E75L,,LAX,A,,LAX,a63f4e
1656719154.0,40494,1201.0,LAX,UNKN,,,,,,,a27f62
1656719154.0,40495,225.0,LAX,N7645F,P28A,SMO,,O,SMO,,aa5371
1656719237.0,40496,1200.0,ADSB,1200,,HHR,,O,HHR,,a8b5d7
1656719244.0,40497,7306.0,LAX,UAL783,B739,LAX,,D,LAX,,a46d47
1656719260.0,40498,4667.0,LAX,N38JV,BE20,LAX,,D,LAX,,a459cd
1656719268.0,40499,7613.0,SMR,ANZ1010,B789,,LAX,A,,LAX,c8281c
1656719272.0,40500,2032.0,LAX,SKW6302,CRJ7,LAX,,D,LAX,,a9f424
1656719283.0,40501,4575.0,LAX,UAL1286,B738,,LAX,A,,LAX,a43ea6
1656719329.0,40502,1200.0,LAX,1200,,HHR,,O,HHR,,a387a2
1656719378.0,40503,4765.0,LAX,FTH12,C750,,,,,,a067f6
1656719384.0,40504,7476.0,LAX,N580ML,E35L,,LAX,A,,LAX,a77706
1656719399.0,40505,1201.0,LAX,UNKN,,,,,,,a851ed
1656719440.0,40506,235.0,LAX,N126WK,CRUZ,,SMO,O,,SMO,a06bfa
1656719463.0,40507,,LAX,O84,,LAX,LAX,I,LAX,LAX,a4b61e
1656719465.0,40508,7747.0,LAX,SWA2960,B738,LAX,,D,LAX,,abc455
1656719474.0,40509,3231.0,SMRMODE_S,AAL2547,A319,,LAX,A,,LAX,a9accd
1656719623.0,40510,1175.0,LAX,ANA106,B77W,,LAX,A,,LAX,869582
1656721142.0,40511,2035.0,LAX,NKS128,A20N,,,,,,ac8a63
1656721227.0,40512,2403.0,LAX,SKW3409,E75L,,,,,,
1656721362.0,40513,2403.0,LAX,SKW3409,E75L,,,,,,
1656721483.0,40514,2420.0,MODE_S,AAL2776,B738,,,,,,abedc8
1656721528.0,40515,7752.0,LAX,FTH948,C750,,,,,,ad2c9f
1656721561.0,40516,2420.0,LAX,AAL2776,B738,,,,,,abedc8
1656721613.0,40517,,LAX,UNKN,,,,,,,ad2c9f
1656721662.0,40518,2041.0,LAX,2041,,,,,,,
1656721688.0,40519,2005.0,MODE_S,UAL923,B789,,,,,,a2a3b6
1656719421.0,40520,2642.0,LAX,AAL1719,A319,,LAX,A,,LAX,a9f461
1656719577.0,40521,3042.0,LAX,JBU2223,A321,,LAX,A,,LAX,acf906
1656719672.0,40522,4732.0,LAX,EJA337,E55P,,LAX,A,,LAX,a3b13f
1656719692.0,40523,7244.0,LAX,AAL2780,A21N,LAX,,D,LAX,,a535be
1656719801.0,40524,4712.0,MODE_S,N172AV,C172,,,,,,a120af
1656719803.0,40525,6145.0,LAX,UAL1275,B739,,LAX,A,,LAX,a94b51
1656719893.0,40526,1201.0,MODE_S,UNKN,,,,,,,a5e58b
1656719928.0,40527,1201.0,LAX,1201,,,,,,,ac8bdc
1656719936.0,40528,236.0,LAX,N8903C,P28A,,SMO,O,,SMO,ac4818
1656719963.0,40529,1344.0,MODE_SADSB,CLX46V,B744,,LAX,A,,LAX,4d0109
1656719965.0,40530,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656721735.0,40531,2415.0,LAX,AAY62,A319,,,,,,
1656721766.0,40532,2005.0,LAX,UAL923,B789,,,,,,a2a3b6
1656721848.0,40533,2415.0,LAX,AAY62,A319,,,,,,
1656717526.0,40534,1663.0,LAX,AAY1430,A320,,LAX,A,,LAX,ae29fe
1656718978.0,40535,1200.0,ADSB,1200,,,,,,,a480ad
1656719685.0,40536,6747.0,LAX,SKW3769,E75L,LAX,,D,LAX,,a314d9
1656719925.0,40537,4767.0,LAX,N15PG,C25B,,HHR,O,,HHR,a0c922
1656720000.0,40538,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1656720261.0,40540,4657.0,LAX,N702SC,C172,,SMO,O,,SMO,a95d8f
1656721998.0,40541,7634.0,LAX,SKW3344,E75L,,,,,,
1656722105.0,40542,4625.0,LAX,JBU1080,A320,,,,,,a7167f
1656722119.0,40543,7634.0,ASR9,SKW3344,E75L,,,,,,
1656722183.0,40544,4714.0,LAX,EJA617,C56X,,,,,,a80a2e
1656722191.0,40545,4625.0,LAX,JBU1080,A320,,,,,,a7167f
1656722252.0,40546,4625.0,ASR9,JBU1080,A320,,,,,,
1656719659.0,40547,7325.0,LAX,ACA557,B38M,LAX,,D,LAX,,c0502e
1656719814.0,40548,2207.0,LAX,EJM848,GLF5,,LAX,A,,LAX,ab9e5a
1656719945.0,40549,1050.0,LAX,UAL2219,B39M,LAX,,D,LAX,,a448d1
1656720129.0,40550,7373.0,SMRMODE_SADSB,ACA2075,A333,,LAX,A,,LAX,c06120
1656720149.0,40551,256.0,LAX,N7530M,HELO,CPM,,O,CPM,,aa2792
1656720185.0,40552,1356.0,LAX,UAL1227,B738,LAX,,D,LAX,,ac0b61
1656720266.0,40553,3214.0,SMRADSB,UAL244,A320,,LAX,A,,LAX,a513ac
1656720288.0,40554,1200.0,ADSB,1200,,SMO,,O,SMO,,aacfed
1656720522.0,40555,4620.0,LAX,N5148V,C172,SMO,,O,SMO,,a673cf
1656720540.0,40556,2011.0,LAX,WSN4,B350,HHR,,O,HHR,,a49671
1656722309.0,40558,4714.0,LAX,EJA617,C56X,,,,,,a80a2e
1656722352.0,40559,4714.0,LAX,EJA617,C56X,,,,,,
1656722494.0,40560,2047.0,LAX,DAL2626,A321,,,,,,a017a8
1656719669.0,40561,1200.0,LAX,1200,,,,,,,a9a119
1656719819.0,40562,1200.0,LAX,1200,,,,,,,acd27a
1656720133.0,40563,2035.0,LAX,NKS128,A20N,LAX,,D,LAX,,ac8a63
1656720159.0,40564,7233.0,LAX,FIN1,A359,,LAX,A,,LAX,461f55
1656720281.0,40565,3720.0,MODE_SADSB,GAJ831,B350,,LAX,A,,LAX,ab5de1
1656720365.0,40566,1765.0,LAX,FBU730,A359,,LAX,A,,LAX,39c495
1656720391.0,40567,1461.0,SMRMODE_S,UAL1412,A320,,LAX,A,,LAX,a55b3c
1656720394.0,40568,1055.0,LAX,KAL274,B77L,LAX,,D,LAX,,71c044
1656720438.0,40569,7656.0,LAX,DAL720,A320,LAX,,D,LAX,,a42020
1656720597.0,40570,3034.0,SMR,SCX425,B738,,LAX,A,,LAX,ab704b
1656720683.0,40571,1200.0,LAX,1200,,SMO,SMO,O,SMO,SMO,a7a8f8
1656720700.0,40572,723.0,SMR,UAL1866,B739,,LAX,A,,LAX,a6c247
1656720725.0,40573,215.0,LAX,N667DG,SR20,HHR,,O,HHR,,a8ce8c
